Type of professional,Jurisdiction,Category,Group,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Registered psychiatric nurses,Yukon,Inflow,Internationally educated,,,,,,,,,,
Registered psychiatric nurses,Yukon,Inflow,Grad location not stated,,,,,,,,,,
Registered psychiatric nurses,Yukon,Outflow,Total,,,,,,,,,,
Registered psychiatric nurses,Yukon,Renewal,Total,,,,,,,,,,
Registered psychiatric nurses,Yukon,Full-time/part-time status,Full time,,,,,,,,,,
Registered psychiatric nurses,Yukon,Full-time/part-time status,Part time,,,,,,,,,,
Registered psychiatric nurses,Yukon,Full-time/part-time status,Casual,,,,,,,,,,
Registered psychiatric nurses,Yukon,Full-time/part-time status,Not stated,,,,,,,,,,
Registered psychiatric nurses,Yukon,Place of work,Hospital,,,,,,,,,,
Registered psychiatric nurses,Yukon,Place of work,Community health,,,,,,,,,,
Registered psychiatric nurses,Yukon,Place of work,Nursing home/long-term care,,,,,,,,,,
Registered psychiatric nurses,Yukon,Place of work,Other place of work,,,,,,,,,,
Registered psychiatric nurses,Yukon,Place of work,Not stated,,,,,,,,,,
Registered psychiatric nurses,Yukon,Position,Staff nurse,,,,,,,,,,
Registered psychiatric nurses,Yukon,Position,Manager,,,,,,,,,,
Registered psychiatric nurses,Yukon,Position,Other position,,,,,,,,,,
Registered psychiatric nurses,Yukon,Position,Not stated,,,,,,,,,,
Registered psychiatric nurses,Yukon,Area of practice,Direct care,,,,,,,,,,
Registered psychiatric nurses,Yukon,Area of practice,Administration,,,,,,,,,,
Registered psychiatric nurses,Yukon,Area of practice,Education,,,,,,,,,,
Registered psychiatric nurses,Yukon,Area of practice,Research,,,,,,,,,,
Registered psychiatric nurses,Yukon,Area of practice,Not stated,,,,,,,,,,
Registered psychiatric nurses,Yukon,Geography,Urban,,,,,,,,,,
Registered psychiatric nurses,Yukon,Geography,Rural/remote,,,,,,,,,,
Registered psychiatric nurses,Yukon,Geography,Not stated,,,,,,,,,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Workforce,Total,,,,,,,,,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Inflow,Total,,,,,,,,,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Inflow,Canadian educated,,,,,,,,,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Inflow,Internationally educated,,,,,,,,,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Inflow,Grad location not stated,,,,,,,,,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Outflow,Total,,,,,,,,,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Renewal,Total,,,,,,,,,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Full-time/part-time status,Full time,,,,,,,,,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Full-time/part-time status,Part time,,,,,,,,,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Full-time/part-time status,Casual,,,,,,,,,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Full-time/part-time status,Not stated,,,,,,,,,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Place of work,Hospital,,,,,,,,,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Place of work,Community health,,,,,,,,,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Place of work,Nursing home/long-term care,,,,,,,,,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Place of work,Other place of work,,,,,,,,,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Place of work,Not stated,,,,,,,,,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Position,Staff nurse,,,,,,,,,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Position,Manager,,,,,,,,,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Position,Other position,,,,,,,,,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Position,Not stated,,,,,,,,,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Area of practice,Direct care,,,,,,,,,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Area of practice,Administration,,,,,,,,,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Area of practice,Education,,,,,,,,,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Area of practice,Research,,,,,,,,,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Area of practice,Not stated,,,,,,,,,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Geography,Urban,,,,,,,,,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Geography,Rural/remote,,,,,,,,,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Geography,Not stated,,,,,,,,,,
Registered psychiatric nurses,Jurisdictions with available data,Workforce,Total,"5,463","5,596","5,591","5,680","5,668","5,795","6,038","6,189","6,369","6,561"
Registered psychiatric nurses,Jurisdictions with available data,Full-time/part-time status,Full time,"3,357","3,381","3,382","3,370","3,390","3,560","3,780","3,854","3,960","4,124"
Registered psychiatric nurses,Jurisdictions with available data,Full-time/part-time status,Part time,"1,333","1,374","1,364","1,372","1,417","1,486","1,543","1,585","1,688","1,803"
Registered psychiatric nurses,Jurisdictions with available data,Full-time/part-time status,Casual,749,804,810,776,723,733,686,701,682,600
Registered psychiatric nurses,Jurisdictions with available data,Full-time/part-time status,Not stated,24,37,35,162,138,16,29,49,39,34
Registered psychiatric nurses,Jurisdictions with available data,Place of work,Hospital,"2,377","2,530","2,562","2,503",,,,,,
Registered psychiatric nurses,Jurisdictions with available data,Place of work,Community health,"1,658","1,737","1,764","1,780",,,,,,
Registered psychiatric nurses,Jurisdictions with available data,Place of work,Nursing home/long-term care,702,618,595,571,,,,,,
Registered psychiatric nurses,Jurisdictions with available data,Place of work,Other place of work,624,654,638,652,,,,,,
Registered psychiatric nurses,Jurisdictions with available data,Place of work,Not stated,102,57,32,174,,,,,,
Registered psychiatric nurses,Jurisdictions with available data,Position,Staff nurse,"4,345","4,516","4,566","4,533",,"4,628","4,741","4,802","4,854","5,017"
Registered psychiatric nurses,Jurisdictions with available data,Position,Manager,410,420,413,397,,475,508,540,576,604
Registered psychiatric nurses,Jurisdictions with available data,Position,Other position,615,612,588,591,,678,726,776,851,868
Registered psychiatric nurses,Jurisdictions with available data,Position,Not stated,93,48,24,159,,14,63,71,88,72
Registered psychiatric nurses,Jurisdictions with available data,Area of practice,Direct care,"4,750","4,856","4,905","4,850",,"5,189","5,439","5,551","5,687","5,901"
Registered psychiatric nurses,Jurisdictions with available data,Area of practice,Administration,424,443,439,435,,382,383,405,423,438
Registered psychiatric nurses,Jurisdictions with available data,Area of practice,Education,185,198,194,197,,168,163,157,177,178
Registered psychiatric nurses,Jurisdictions with available data,Area of practice,Research,9,12,12,11,,9,7,9,9,8
Registered psychiatric nurses,Jurisdictions with available data,Area of practice,Not stated,95,87,41,187,,47,46,67,73,36
Registered psychiatric nurses,Jurisdictions with available data,Geography,Urban,"4,708","4,775","4,756","4,896","4,848","4,976","5,236","5,421","5,595","5,742"
Registered psychiatric nurses,Jurisdictions with available data,Geography,Rural/remote,753,804,818,782,781,780,770,751,760,744
Registered psychiatric nurses,Jurisdictions with available data,Geography,Not stated,2,17,17,2,39,39,32,17,14,75
Licensed practical nurses,Newfoundland and Labrador,Workforce,Total,"2,245","2,273","2,303","2,296","2,313","2,251","2,339","2,368","2,235","2,448"
Licensed practical nurses,Newfoundland and Labrador,Inflow,Total,180,191,222,240,245,219,264,266,125,304
Licensed practical nurses,Newfoundland and Labrador,Inflow,Canadian educated,134,156,189,234,235,209,253,259,114,284
Licensed practical nurses,Newfoundland and Labrador,Inflow,Internationally educated,0,0,0,6,10,10,11,5,11,20
Licensed practical nurses,Newfoundland and Labrador,Inflow,Grad location not stated,46,35,33,0,0,0,0,2,0,0
Licensed practical nurses,Newfoundland and Labrador,Outflow,Total,163,192,247,228,281,176,237,258,91,
Licensed practical nurses,Newfoundland and Labrador,Renewal,Total,"2,065","2,082","2,081","2,056","2,068","2,032","2,075","2,102","2,110","2,144"
Licensed practical nurses,Newfoundland and Labrador,Full-time/part-time status,Full time,"1,501","1,498","1,492","1,456","1,449","1,419","1,534","1,562","1,533",
Licensed practical nurses,Newfoundland and Labrador,Full-time/part-time status,Part time,107,104,115,129,141,149,145,128,122,
Licensed practical nurses,Newfoundland and Labrador,Full-time/part-time status,Casual,637,671,696,711,723,683,660,678,580,
Licensed practical nurses,Newfoundland and Labrador,Full-time/part-time status,Not stated,0,0,0,0,0,0,0,0,0,
Licensed practical nurses,Newfoundland and Labrador,Place of work,Hospital,894,880,871,814,700,739,741,783,746,712
Licensed practical nurses,Newfoundland and Labrador,Place of work,Community health,100,98,108,116,250,174,175,191,190,207
Licensed practical nurses,Newfoundland and Labrador,Place of work,Nursing home/long-term care,"1,206","1,225","1,274","1,303","1,294","1,266","1,320","1,265","1,166","1,123"
Licensed practical nurses,Newfoundland and Labrador,Place of work,Other place of work,45,50,50,63,68,69,101,129,129,122
Licensed practical nurses,Newfoundland and Labrador,Place of work,Not stated,0,20,0,0,1,3,2,0,4,284
Licensed practical nurses,Newfoundland and Labrador,Position,Staff nurse,"2,148","2,163","2,215","2,209","2,235","2,175","2,264","2,292","2,159","2,435"
Licensed practical nurses,Newfoundland and Labrador,Position,Manager,0,0,0,0,0,0,0,0,0,3
Licensed practical nurses,Newfoundland and Labrador,Position,Other position,97,90,88,87,78,71,73,76,72,7
Licensed practical nurses,Newfoundland and Labrador,Position,Not stated,0,20,0,0,0,5,2,0,4,3
Licensed practical nurses,Newfoundland and Labrador,Area of practice,Direct care,"2,235","2,226","2,294","2,274","2,277","2,201","2,299","2,333","2,193","2,120"
Licensed practical nurses,Newfoundland and Labrador,Area of practice,Administration,6,5,3,13,26,11,18,20,26,28
Licensed practical nurses,Newfoundland and Labrador,Area of practice,Education,4,3,6,8,9,13,17,12,10,14
Licensed practical nurses,Newfoundland and Labrador,Area of practice,Research,0,0,0,1,0,3,3,3,2,2
Licensed practical nurses,Newfoundland and Labrador,Area of practice,Not stated,0,39,0,0,1,23,2,0,4,284
Licensed practical nurses,Newfoundland and Labrador,Geography,Urban,"1,315","1,309","1,368","1,363","1,367","1,309","1,358","1,370","1,289","1,301"
Licensed practical nurses,Newfoundland and Labrador,Geography,Rural/remote,930,958,934,932,941,940,978,997,941,866
Licensed practical nurses,Newfoundland and Labrador,Geography,Not stated,0,6,1,1,5,2,3,1,5,281
Licensed practical nurses,Prince Edward Island,Workforce,Total,548,578,601,619,669,748,710,761,735,755
Licensed practical nurses,Prince Edward Island,Inflow,Total,55,87,57,59,,115,37,112,46,77
Licensed practical nurses,Prince Edward Island,Inflow,Canadian educated,52,75,50,55,,94,30,109,46,73
Licensed practical nurses,Prince Edward Island,Inflow,Internationally educated,0,6,6,4,,21,7,3,0,4
Licensed practical nurses,Prince Edward Island,Inflow,Grad location not stated,3,6,1,0,,0,0,0,0,0
Licensed practical nurses,Prince Edward Island,Outflow,Total,57,34,41,,36,75,61,72,57,
Licensed practical nurses,Prince Edward Island,Renewal,Total,493,491,544,560,,633,673,649,689,678
Licensed practical nurses,Prince Edward Island,Full-time/part-time status,Full time,270,261,251,267,382,392,399,393,369,372
Licensed practical nurses,Prince Edward Island,Full-time/part-time status,Part time,278,317,350,352,166,215,205,222,229,229
Licensed practical nurses,Prince Edward Island,Full-time/part-time status,Casual,0,0,0,0,85,114,87,104,128,147
Licensed practical nurses,Prince Edward Island,Full-time/part-time status,Not stated,0,0,0,0,36,27,19,42,9,7
Licensed practical nurses,Prince Edward Island,Place of work,Hospital,272,266,282,282,,308,308,307,338,373
Licensed practical nurses,Prince Edward Island,Place of work,Community health,73,77,76,81,,56,55,59,81,108
Licensed practical nurses,Prince Edward Island,Place of work,Nursing home/long-term care,161,180,189,184,,208,206,213,207,230
Licensed practical nurses,Prince Edward Island,Place of work,Other place of work,33,45,46,43,,148,141,153,109,43
Licensed practical nurses,Prince Edward Island,Place of work,Not stated,9,10,8,29,,28,0,29,0,1
Licensed practical nurses,Prince Edward Island,Position,Staff nurse,477,517,535,513,575,628,624,645,651,679
Licensed practical nurses,Prince Edward Island,Position,Manager,4,2,3,2,4,4,3,4,5,7
Licensed practical nurses,Prince Edward Island,Position,Other position,51,41,50,65,86,88,83,83,79,69
Licensed practical nurses,Prince Edward Island,Position,Not stated,16,18,13,39,4,28,0,29,0,0
Licensed practical nurses,Prince Edward Island,Area of practice,Direct care,506,531,553,531,,705,693,712,719,739
Licensed practical nurses,Prince Edward Island,Area of practice,Administration,4,1,1,4,,10,12,12,9,9
Licensed practical nurses,Prince Edward Island,Area of practice,Education,7,7,10,22,,5,5,8,7,7
Licensed practical nurses,Prince Edward Island,Area of practice,Research,2,0,0,0,,0,0,0,0,0
Licensed practical nurses,Prince Edward Island,Area of practice,Not stated,29,39,37,62,,28,0,29,0,0
Licensed practical nurses,Prince Edward Island,Geography,Urban,332,360,383,395,455,550,531,571,556,546
Licensed practical nurses,Prince Edward Island,Geography,Rural/remote,216,218,216,221,211,194,179,190,179,142
Licensed practical nurses,Prince Edward Island,Geography,Not stated,0,0,2,3,3,4,0,0,0,67
Licensed practical nurses,Nova Scotia,Workforce,Total,"3,774","3,850","3,994","4,044","4,114","4,146","4,315","4,458","4,408","4,314"
Licensed practical nurses,Nova Scotia,Inflow,Total,361,370,421,349,444,439,506,513,482,468
Licensed practical nurses,Nova Scotia,Inflow,Canadian educated,337,284,352,306,396,372,430,453,389,380
Licensed practical nurses,Nova Scotia,Inflow,Internationally educated,24,86,69,43,48,67,74,60,89,77
Licensed practical nurses,Nova Scotia,Inflow,Grad location not stated,0,0,0,0,0,0,2,0,4,11
Licensed practical nurses,Nova Scotia,Outflow,Total,294,277,299,374,407,337,370,532,562,
Licensed practical nurses,Nova Scotia,Renewal,Total,"3,413","3,480","3,573","3,695","3,670","3,707","3,809","3,945","3,926","3,846"
Licensed practical nurses,Nova Scotia,Full-time/part-time status,Full time,"2,089","2,179","2,247","2,239","2,242","2,285","2,416","2,502","2,610","2,584"
Licensed practical nurses,Nova Scotia,Full-time/part-time status,Part time,"1,003",985,996,"1,023","1,014","1,020","1,166","1,211","1,155","1,151"
Licensed practical nurses,Nova Scotia,Full-time/part-time status,Casual,682,686,751,782,858,839,702,709,643,574
Licensed practical nurses,Nova Scotia,Full-time/part-time status,Not stated,0,0,0,0,0,2,31,36,0,5
Licensed practical nurses,Nova Scotia,Place of work,Hospital,"1,811","1,759","1,799","1,817","1,808","1,824","1,822","1,988","1,763",
Licensed practical nurses,Nova Scotia,Place of work,Community health,613,658,699,699,756,790,807,857,936,
Licensed practical nurses,Nova Scotia,Place of work,Nursing home/long-term care,"1,274","1,348","1,402","1,426","1,441","1,418","1,517","1,452","1,324",
Licensed practical nurses,Nova Scotia,Place of work,Other place of work,76,85,94,102,109,114,123,143,80,
Licensed practical nurses,Nova Scotia,Place of work,Not stated,0,0,0,0,0,0,46,18,305,
Licensed practical nurses,Nova Scotia,Position,Staff nurse,"3,582","3,651","3,779","3,777","3,800","3,795","3,894","4,013","3,941",
Licensed practical nurses,Nova Scotia,Position,Manager,90,109,120,124,119,130,133,143,147,
Licensed practical nurses,Nova Scotia,Position,Other position,102,90,95,143,195,219,237,277,319,
Licensed practical nurses,Nova Scotia,Position,Not stated,0,0,0,0,0,2,51,25,1,
Licensed practical nurses,Nova Scotia,Area of practice,Direct care,"3,736","3,803","3,942","3,982","4,044","4,071","4,179","4,344","4,292",
Licensed practical nurses,Nova Scotia,Area of practice,Administration,21,28,31,40,48,50,54,55,54,
Licensed practical nurses,Nova Scotia,Area of practice,Education,13,14,15,16,17,17,23,28,27,
Licensed practical nurses,Nova Scotia,Area of practice,Research,4,5,6,6,5,6,8,7,8,
Licensed practical nurses,Nova Scotia,Area of practice,Not stated,0,0,0,0,0,2,51,24,27,
Licensed practical nurses,Nova Scotia,Geography,Urban,"2,511","2,552","2,654","2,695","2,726","2,777","2,888","2,953","2,935","2,939"
Licensed practical nurses,Nova Scotia,Geography,Rural/remote,"1,261","1,297","1,340","1,348","1,388","1,369","1,427","1,503","1,470","1,367"
Licensed practical nurses,Nova Scotia,Geography,Not stated,2,1,0,1,0,0,0,2,3,8
Licensed practical nurses,New Brunswick,Workforce,Total,"3,061","3,139","3,145","3,224",,"2,952","3,145","3,278","3,422","3,496"
Licensed practical nurses,New Brunswick,Inflow,Total,301,287,320,363,,,767,136,472,644
Licensed practical nurses,New Brunswick,Inflow,Canadian educated,297,283,319,362,,,640,136,458,609
Licensed practical nurses,New Brunswick,Inflow,Internationally educated,3,1,0,1,,,7,0,11,32
Licensed practical nurses,New Brunswick,Inflow,Grad location not stated,1,3,1,0,,,120,0,3,3
Licensed practical nurses,New Brunswick,Outflow,Total,209,314,284,,,574,3,328,570,
Licensed practical nurses,New Brunswick,Renewal,Total,"2,760","2,852","2,825","2,861",,,"2,378","3,142","2,950","2,852"
Licensed practical nurses,New Brunswick,Full-time/part-time status,Full time,"1,708","1,714","1,749","1,856",,"1,837","1,914","1,955","2,112","2,136"
Licensed practical nurses,New Brunswick,Full-time/part-time status,Part time,958,993,998,977,,829,893,920,785,833
Licensed practical nurses,New Brunswick,Full-time/part-time status,Casual,395,432,398,391,,286,329,353,525,493
Licensed practical nurses,New Brunswick,Full-time/part-time status,Not stated,0,0,0,0,,0,9,50,0,34
Licensed practical nurses,New Brunswick,Place of work,Hospital,"1,574","1,638","1,608","1,638",,"1,490",,"1,806","1,913","1,934"
Licensed practical nurses,New Brunswick,Place of work,Community health,164,172,156,172,,193,,188,243,253
Licensed practical nurses,New Brunswick,Place of work,Nursing home/long-term care,"1,267","1,265","1,225","1,232",,"1,064",,970,960,927
Licensed practical nurses,New Brunswick,Place of work,Other place of work,56,64,156,182,,205,,258,303,346
Licensed practical nurses,New Brunswick,Place of work,Not stated,0,0,0,0,,0,,56,3,36
Licensed practical nurses,New Brunswick,Position,Staff nurse,"2,636","2,719","2,654","2,710",,"2,454","2,917","3,001","3,179","3,192"
Licensed practical nurses,New Brunswick,Position,Manager,145,144,162,167,,155,34,34,37,52
Licensed practical nurses,New Brunswick,Position,Other position,280,276,329,347,,343,182,189,206,216
Licensed practical nurses,New Brunswick,Position,Not stated,0,0,0,0,,0,12,54,0,36
Licensed practical nurses,New Brunswick,Area of practice,Direct care,"2,875","2,923","2,904","2,963",,"2,671","2,832","2,917","3,075","3,085"
Licensed practical nurses,New Brunswick,Area of practice,Administration,42,56,88,107,,118,242,247,278,292
Licensed practical nurses,New Brunswick,Area of practice,Education,144,160,153,154,,163,48,49,51,58
Licensed practical nurses,New Brunswick,Area of practice,Research,0,0,0,0,,0,11,11,18,25
Licensed practical nurses,New Brunswick,Area of practice,Not stated,0,0,0,0,,0,12,54,0,36
Licensed practical nurses,New Brunswick,Geography,Urban,"2,137","2,201","2,191","2,263",,"2,087","2,249","2,359","2,505","2,485"
Licensed practical nurses,New Brunswick,Geography,Rural/remote,917,931,935,952,,839,788,826,813,812
Licensed practical nurses,New Brunswick,Geography,Not stated,7,7,19,9,,26,108,93,104,199
Licensed practical nurses,Quebec,Workforce,Total,"24,867","24,620","24,169","23,416","24,369","26,005","25,177","24,951","25,460","26,667"
Licensed practical nurses,Quebec,Inflow,Total,"2,183","1,918","1,881","1,537","2,789","2,419","2,207","1,769","2,543","3,026"
Licensed practical nurses,Quebec,Inflow,Canadian educated,"2,178","1,910","1,874","1,536","2,788","2,410","2,200","1,724","2,411","2,854"
Licensed practical nurses,Quebec,Inflow,Internationally educated,2,4,6,1,0,0,3,12,54,71
Licensed practical nurses,Quebec,Inflow,Grad location not stated,3,4,1,0,1,9,4,33,78,101
Licensed practical nurses,Quebec,Outflow,Total,"2,165","2,332","2,290","1,836",783,"3,035","1,995","2,034","1,819",
Licensed practical nurses,Quebec,Renewal,Total,"22,684","22,702","22,288","21,879","21,580","23,586","22,970","23,182","22,917","23,641"
Licensed practical nurses,Quebec,Full-time/part-time status,Full time,"10,035","10,043","10,204","10,421","11,240","13,386","15,232","17,206","18,353","19,776"
Licensed practical nurses,Quebec,Full-time/part-time status,Part time,"12,172","12,272","12,104","11,373","11,601","11,196","8,796","6,661","6,045","5,811"
Licensed practical nurses,Quebec,Full-time/part-time status,Casual,"2,660","2,305","1,861","1,622","1,528","1,423","1,149","1,084","1,062","1,080"
Licensed practical nurses,Quebec,Full-time/part-time status,Not stated,0,0,0,0,0,0,0,0,0,0
Licensed practical nurses,Quebec,Place of work,Hospital,"16,045","15,823","15,900","15,193","15,662","16,682","16,079","15,849","16,292","17,137"
Licensed practical nurses,Quebec,Place of work,Community health,464,476,443,486,567,595,648,686,714,792
Licensed practical nurses,Quebec,Place of work,Nursing home/long-term care,"4,200","4,234","4,078","4,305","4,557","4,662","4,194","3,935","3,794","3,888"
Licensed practical nurses,Quebec,Place of work,Other place of work,"4,158","4,087","3,748","3,432","3,583","4,066","4,256","4,481","4,660","4,850"
Licensed practical nurses,Quebec,Place of work,Not stated,0,0,0,0,0,0,0,0,0,0
Licensed practical nurses,Quebec,Position,Staff nurse,"23,907","23,664","23,307","22,637","23,538","25,001","24,230","23,959","24,443","25,629"
Licensed practical nurses,Quebec,Position,Manager,0,0,0,0,0,0,0,0,0,0
Licensed practical nurses,Quebec,Position,Other position,960,956,862,779,831,"1,004",947,992,"1,017","1,038"
Licensed practical nurses,Quebec,Position,Not stated,0,0,0,0,0,0,0,0,0,0
Licensed practical nurses,Quebec,Area of practice,Direct care,"24,268","24,021","23,644","22,929","23,824","25,391","24,513","24,222","24,720","25,873"
Licensed practical nurses,Quebec,Area of practice,Administration,181,178,207,194,261,305,323,346,350,384
Licensed practical nurses,Quebec,Area of practice,Education,418,418,318,293,284,309,341,383,390,410
Licensed practical nurses,Quebec,Area of practice,Research,0,0,0,0,0,0,0,0,0,0
Licensed practical nurses,Quebec,Area of practice,Not stated,0,3,0,0,0,0,0,0,0,0
Licensed practical nurses,Quebec,Geography,Urban,"23,759","23,479","23,114","22,405","23,403","24,977","24,229","23,962","24,463","25,583"
Licensed practical nurses,Quebec,Geography,Rural/remote,"1,108","1,141","1,055","1,011",966,"1,028",944,985,992,"1,074"
Licensed practical nurses,Quebec,Geography,Not stated,0,0,0,0,0,0,4,4,5,10
Licensed practical nurses,Ontario,Workforce,Total,"39,069","41,468","43,053","45,267","47,729","49,061","49,781","51,369","52,686","53,462"
Licensed practical nurses,Ontario,Inflow,Total,"4,933","5,363","5,106","5,904","6,214","5,812","5,606","7,045","7,260","6,885"
Licensed practical nurses,Ontario,Inflow,Canadian educated,"4,157","4,453","4,186","4,987","5,301","4,836","4,647","5,660","5,041","5,556"
Licensed practical nurses,Ontario,Inflow,Internationally educated,750,884,906,917,913,976,959,"1,385","2,219","1,329"
Licensed practical nurses,Ontario,Inflow,Grad location not stated,26,26,14,0,0,0,0,0,0,0
Licensed practical nurses,Ontario,Outflow,Total,"2,964","3,521","3,690","3,752","4,480","4,886","5,457","5,943","6,109",
Licensed practical nurses,Ontario,Renewal,Total,"34,136","36,105","37,947","39,363","41,515","43,249","44,175","44,324","45,426","46,577"
Licensed practical nurses,Ontario,Full-time/part-time status,Full time,"21,548","22,475","23,235","24,788","26,546","27,781","29,517","31,851","33,613","34,593"
Licensed practical nurses,Ontario,Full-time/part-time status,Part time,"13,948","15,066","15,694","16,621","17,337","17,363","16,460","15,748","14,755","14,465"
Licensed practical nurses,Ontario,Full-time/part-time status,Casual,"3,573","3,927","4,123","3,858","3,846","3,917","3,804","3,770","4,318","4,404"
Licensed practical nurses,Ontario,Full-time/part-time status,Not stated,0,0,1,0,0,0,0,0,0,0
Licensed practical nurses,Ontario,Place of work,Hospital,"15,560","16,225","16,764","17,628","18,835","19,585","20,805","22,103","22,887","23,873"
Licensed practical nurses,Ontario,Place of work,Community health,"6,439","7,087","7,663","8,335","8,799","9,154","8,624","9,153","9,346","9,045"
Licensed practical nurses,Ontario,Place of work,Nursing home/long-term care,"14,662","15,493","15,792","16,178","16,729","16,820","16,751","15,722","15,663","15,461"
Licensed practical nurses,Ontario,Place of work,Other place of work,"2,408","2,663","2,834","3,089","3,313","3,486","3,582","4,364","4,778","5,067"
Licensed practical nurses,Ontario,Place of work,Not stated,0,0,0,37,53,16,19,27,12,16
Licensed practical nurses,Ontario,Position,Staff nurse,"33,644","35,532","36,768","38,715","40,852","41,838","42,596","43,727","44,506","44,991"
Licensed practical nurses,Ontario,Position,Manager,"1,064","1,141","1,213","1,360","1,431","1,527","1,554","1,738","1,880","1,977"
Licensed practical nurses,Ontario,Position,Other position,"4,361","4,795","5,072","5,070","5,358","5,584","5,609","5,860","6,288","6,387"
Licensed practical nurses,Ontario,Position,Not stated,0,0,0,122,88,112,22,44,12,107
Licensed practical nurses,Ontario,Area of practice,Direct care,"37,871","40,146","41,670","43,582","45,971","47,209","48,021","49,535","50,606","51,326"
Licensed practical nurses,Ontario,Area of practice,Administration,899,942,977,"1,106","1,145","1,209","1,248","1,288","1,490","1,562"
Licensed practical nurses,Ontario,Area of practice,Education,266,342,368,385,438,467,436,463,521,493
Licensed practical nurses,Ontario,Area of practice,Research,,,,,,,,,,
Licensed practical nurses,Ontario,Area of practice,Not stated,33,38,38,194,175,176,76,83,69,81
Licensed practical nurses,Ontario,Geography,Urban,"35,552","37,823","39,408","41,562","43,881","45,144","45,928","47,532","48,854","49,520"
Licensed practical nurses,Ontario,Geography,Rural/remote,"3,494","3,621","3,628","3,699","3,838","3,903","3,843","3,824","3,817","3,921"
Licensed practical nurses,Ontario,Geography,Not stated,23,24,17,6,10,14,10,13,15,21
Licensed practical nurses,Manitoba,Workforce,Total,"3,032","3,103","3,171","3,229","3,376","3,402","3,595","3,524","3,534","3,525"
Licensed practical nurses,Manitoba,Inflow,Total,259,315,271,299,362,265,,218,302,370
Licensed practical nurses,Manitoba,Inflow,Canadian educated,217,244,223,214,234,165,,181,231,273
Licensed practical nurses,Manitoba,Inflow,Internationally educated,41,70,48,85,128,100,,37,71,97
Licensed practical nurses,Manitoba,Inflow,Grad location not stated,1,1,0,0,0,0,,0,0,0
Licensed practical nurses,Manitoba,Outflow,Total,244,203,241,215,239,,289,292,379,
Licensed practical nurses,Manitoba,Renewal,Total,"2,773","2,788","2,900","2,930","3,014","3,137",,"3,306","3,232","3,155"
Licensed practical nurses,Manitoba,Full-time/part-time status,Full time,"1,014","1,003","1,047","1,061","1,049","1,065","1,122","1,129","1,132","1,182"
Licensed practical nurses,Manitoba,Full-time/part-time status,Part time,"1,705","1,786","1,819","1,888","2,014","2,031","2,115","2,082","2,046","1,988"
Licensed practical nurses,Manitoba,Full-time/part-time status,Casual,313,313,304,280,313,303,307,313,356,355
Licensed practical nurses,Manitoba,Full-time/part-time status,Not stated,0,1,1,0,0,3,51,0,0,0
Licensed practical nurses,Manitoba,Place of work,Hospital,"1,174","1,187","1,224","1,230","1,254","1,272","1,320","1,299","1,316","1,343"
Licensed practical nurses,Manitoba,Place of work,Community health,452,472,463,457,466,464,535,505,516,543
Licensed practical nurses,Manitoba,Place of work,Nursing home/long-term care,"1,257","1,300","1,326","1,375","1,465","1,450","1,507","1,456","1,378","1,296"
Licensed practical nurses,Manitoba,Place of work,Other place of work,149,144,158,167,191,213,167,260,324,339
Licensed practical nurses,Manitoba,Place of work,Not stated,0,0,0,0,0,3,66,4,0,4
Licensed practical nurses,Manitoba,Position,Staff nurse,"2,793","2,878","2,936","2,990","3,126","3,137","3,244","3,164","3,190","3,156"
Licensed practical nurses,Manitoba,Position,Manager,37,35,34,36,53,59,67,76,84,92
Licensed practical nurses,Manitoba,Position,Other position,202,190,201,203,197,203,220,242,260,277
Licensed practical nurses,Manitoba,Position,Not stated,0,0,0,0,0,3,64,42,0,0
Licensed practical nurses,Manitoba,Area of practice,Direct care,"2,941","3,008","3,064","3,113","3,248","3,247","3,372","3,193","3,220","3,260"
